X,Y,Roll,Pitch,Yaw
2.377578,-0.436574,70.23409962245385,27.62930339743116,-99.69546580298675
2.375919,-0.43569,70.2110289472329,27.660513008583596,-99.71426067836937
2.37683,-0.435879,70.16840114597733,27.496569830158766,-99.47422154088179
2.382952,-0.440288,69.46661251090015,25.86776248216673,-101.4078633920838
2.382106,-0.439871,69.43795958317067,25.898597727308857,-101.4272650743237
2.383281,-0.440049,69.5597710543133,25.63511566564122,-100.67471235994064
2.382752,-0.439775,69.53103932533945,25.66583808959925,-100.69417455895429
2.383147,-0.440226,69.55668180739912,26.34571405051407,-100.9341479766683
2.383696,-0.441157,69.70761157785998,27.043977350627813,-101.24525724099648
2.383465,-0.441166,69.67784133687022,27.074378437078867,-101.26629906958817
2.383447,-0.440908,69.76099852673741,27.773271454887112,-101.05075229198384
2.383417,-0.441082,69.73149893879442,27.802984164180945,-101.07219448531454
2.383454,-0.441321,69.70158231912022,27.832083490869994,-101.09395830974287
2.386508,-0.442744,69.47713411328135,26.73748014070821,-101.16748344523462
2.386769,-0.443073,69.44737864983465,26.767696298797528,-101.18848799282097
2.389238,-0.444018,69.26773896863523,25.851568972699425,-101.28073176486106
2.389672,-0.44439,69.23815638070079,25.881694692989544,-101.3008912410173
2.389555,-0.444209,69.28538112195498,26.047818108138767,-101.16221686253444
2.390109,-0.444664,69.2558199479101,26.07787560969152,-101.18269431413084
2.390723,-0.445173,69.22709623447801,26.108604114871376,-101.20249166276298
2.389944,-0.443994,69.3447131968467,26.02461767046378,-100.69601526614956
2.390687,-0.444514,69.315199935387,26.054008168982694,-100.71678527184548
2.391715,-0.445319,69.25338535303194,26.087217871534175,-100.95306832074056
2.392828,-0.446161,69.22554898380353,26.055544734314545,-101.13120361092356
2.393721,-0.446832,69.1967206567329,26.08559302087613,-101.15150314568966
2.39421,-0.446759,69.0507365415196,25.94198988953167,-101.24385957220092
2.395189,-0.447484,69.02122883196073,25.972129224441563,-101.26468038753794
2.395729,-0.447704,68.94524590203163,25.927984196417768,-101.31332686832215
2.396463,-0.448245,68.91869277924593,25.933993319895706,-101.3985537618012
2.39757,-0.449077,68.8885697015907,25.963485537135668,-101.41943294901367
2.398429,-0.449579,68.68855900117661,25.73267650222854,-101.70165841570315
2.399133,-0.449963,68.58190574026987,25.508668867074398,-101.88580151481105
2.420281,-0.47819,72.68900865985279,24.03525918570643,-103.2503693004441
2.421664,-0.472114,66.73507781094324,19.782749276098812,-108.61842773712551
2.422097,-0.473153,66.70307648955378,19.807877711572,-108.63706077933527
2.419703,-0.469607,67.04377637843453,19.974855841192692,-107.26211185173334
2.420209,-0.470496,67.01286638043263,20.002259337226164,-107.28039075243254
2.419364,-0.469109,66.99211858527181,20.061036921011855,-106.8185591301115
2.418977,-0.468372,66.98046318367031,20.003706200224748,-106.59881847000928
2.41948,-0.469148,66.94985859891862,20.03132813566437,-106.61699355810397
2.418465,-0.467208,67.01284348399638,19.956776567027873,-106.25717013510236
2.418955,-0.467877,66.98076307558551,19.983649173953356,-106.27596400494812
2.418778,-0.467352,67.01571746543966,19.985837793608646,-106.13809432029218
2.418654,-0.466955,67.04186511633381,20.000856270688192,-106.03245067141579
2.419125,-0.467552,67.01076221780461,20.027570392632665,-106.0509965617667
2.418216,-0.46591,67.00968569931139,20.03929190144657,-105.81733973603357
2.418674,-0.466438,66.97850264812013,20.067530997407346,-105.83562550293838
2.418357,-0.466001,66.98981375054728,20.255277485482708,-105.69100785361205
2.41806,-0.465644,66.99747537357383,20.42597236047789,-105.57345717823591
2.418519,-0.466165,66.96762489022514,20.454413005635665,-105.59103776855203
2.417148,-0.46368,67.07867115331551,20.532401149265546,-105.0179737943829
2.417644,-0.464112,67.04805626596303,20.560835343149236,-105.03619754036022
2.417383,-0.463734,67.03522228305062,20.59070881644131,-105.01190050135456
2.417875,-0.464161,67.00518446726016,20.619406681787762,-105.03030359039299
2.417699,-0.463849,67.03804908385037,20.645782468203244,-105.00761498187511
2.424019,-0.47149,66.88497020700926,16.98789286197444,-107.93414099489056
2.424088,-0.471727,66.85351305120659,17.01483116285546,-107.95079079097589
2.423423,-0.470891,66.83660552310259,17.173766947735544,-107.74180084530987
2.423004,-0.470523,66.89925478766621,17.386369539281315,-107.58038179972807
2.423003,-0.470693,66.86840245426971,17.414056309313942,-107.59695616506261
2.421617,-0.469382,66.84871012080818,18.302395369606604,-107.15691609037103
2.421617,-0.469583,66.81763572627632,18.33021970491173,-107.17476954466596
2.421037,-0.469055,66.82327476557727,18.676418910390915,-106.97065481595382
2.420613,-0.468729,66.8525181020799,18.838167895486286,-106.90085071823336
2.420576,-0.468922,66.82179382793237,18.865649046241053,-106.91852343365227
2.419865,-0.468671,67.0192714339989,19.569659478256607,-106.68823784183756
2.419828,-0.468903,66.98848513373477,19.59680241587659,-106.70565640158378
2.419378,-0.46859,67.04045545575048,19.89077217467818,-106.56092382025055
2.418935,-0.468145,67.04253513894311,19.960295220529762,-106.49964392547422
2.41888,-0.46838,67.0109289741685,19.987304429570827,-106.51845637730487
2.417846,-0.466683,66.98801696039172,20.018762818188396,-106.33326363377932
2.417779,-0.466874,66.95665357724111,20.045656782486134,-106.35209025630984
2.416854,-0.465389,66.97103905716769,19.995733861673077,-106.18104278106021
2.416776,-0.465533,66.94036135807198,20.022084206333137,-106.19891206403926
2.416687,-0.465686,66.90912632884809,20.049591889923448,-106.21754495676858
2.415997,-0.464577,66.97505686497706,20.03157896550799,-106.09456142386048
2.415898,-0.464694,66.94426069705139,20.058610204864777,-106.11277065291354
