velocity,omega
0.0009234717104492274,0.16864648667994686
0.0013508001332544323,-0.015724914773400656
0.0024854927076939978,0.08054946106022953
0.0010735706776919861,-0.016691150262658994
0.0006526162731651555,-0.05087814051132966
0.00025290709756746807,-0.04540101457062917
0.0009815294188153117,-0.016671622608100733
0.0025273325859491024,0.4158246101606409
0.0008589912688729675,-0.017170402693750475
0.0006094144730803841,0.24334878955943395
0.00015339491516999144,0.06470167278487793
0.000901967294307302,-0.016570538938239565
0.0012345140744438661,0.12050321943320341
0.0009068809183129762,-0.016666248472247958
0.0001850675552330771,0.04913895025654824
0.0002736603734559002,0.06643924896282272
0.0010428048714885344,-0.016412301919800143
0.0007962493328098307,0.08218216002639167
0.0010903086718907224,-0.01682478977495805
0.00029569240774834546,0.004418017375002137
0.0007293421693552941,-0.0579146175362979
0.0012356002589835626,-0.017563391414896046
0.00041188590653237696,-0.0966703109430398
0.0012902867898261137,-0.016737311172562386
0.0009504109637413894,-0.024794320735878728
0.00023311156127483123,-0.031094047609187214
0.0013173162110897874,-0.017840042470254502
0.0005370884470922652,-0.06307828047452801
0.0005811239110550951,-0.0632745315493537
0.00031423876272671793,-0.06742042808568272
0.0014553247060364656,-0.017462898371633173
0.00024105808428674208,-0.07236298999312396
0.00019090573590127815,-0.08806374176292309
0.0015202822106437897,-0.017105856735526004
0.0007025439488032676,-0.05678535028839349
0.0004228711387645093,-0.07755729079332241
0.0015641201999847159,-0.01708027136932344
0.0007622821000128272,-0.13006184389288933
0.0015853434959024017,-0.01743534168566896
0.0002420123963766951,-0.11595251356045821
0.00026981845748577643,-0.09329834507457235
0.0016228102168768781,-0.017676222771598304
0.0009210874008475575,-0.10909263717380213
0.0016397929747379806,-0.017131907268066016
0.0001239758040910299,-0.10062853115066162
8.287339742041452e-05,-0.10402515687532343
0.0016667300321288546,-0.016903236419594236
0.001774022829616432,-0.26146778004127214
0.001613706912670409,-0.018737660422132763
0.00043916397848638486,-0.08489902228703272
7.592759709082028e-05,-0.11039497987739821
0.0016535936623003889,-0.004417355276359558
0.0022926702772094153,-0.2130940064362079
