velocity,omega
0.0018724497323026506,0.19685417375619352
0.003498012721532155,0.16589723809542534
0.0013917938065677593,-0.01307737143216059
0.0005606799443533282,0.12473883369320049
0.0001930181338630071,0.1467120303567384
0.0010926010250774726,-0.015080882320305022
0.0015824705368506103,0.11987361690894716
0.0009891622718239978,-0.015431811205445456
0.00039936199118082875,0.01866280518558483
0.0002824553061992351,0.03888223351891895
0.0010822037700914207,-0.014736703345519686
0.0022759578203473568,0.40461434542828556
0.0011206444574440283,-0.01498484994192495
0.0012110334429734696,-0.014980556292201186
0.0012167238799333016,-0.031791976723681614
0.0012471383243248724,-0.014789687970221621
0.0013999264266383055,-0.09018536140305855
0.0012700759819791272,-0.01501113898927997
0.00017677669529669594,-0.062203129967997484
0.00035523654091321557,-0.05080196032477602
0.0014206706162937543,-0.015071545378987139
0.0011107137344970482,-0.08522991150759651
0.0014790392151664352,-0.014991745531517608
0.0001993790360093302,-0.055555831759818375
0.0002860069929214657,-0.04959661940083038
0.0016174959041679005,-0.0151443466453145
0.001194151162960453,-0.10894817419600145
0.0016607410996299532,-0.015714472853133543
0.00022631835983844356,-0.1059126521977447
0.0004158485301165814,-0.0828351402812757
0.0017819172259114602,-0.015535389182403492
0.0013868918487034692,-0.24117384488077676
0.0017821517892703579,-0.01506418032894885
0.00018806647760846674,-0.13198058022511816
6.044005294498597e-05,-0.1639509789482787
0.001842851052038715,-0.015704665288438946
0.001968240330853877,-0.35499035890548214
0.0017820089786529337,-0.015241991560415613
0.00016949926253536797,-0.12283099108050521
0.00028193793643265674,-0.09568174596272172
0.0018483122030653924,-0.015715716261070156
0.0016303404552423342,-0.23398789270621023
0.0018118305660298813,-0.015544182247197114
0.0018844468684469132,-0.01558067131507812
0.0016459176771636509,-0.15966129235859228
0.0018597139564998013,-0.015204708867187833
0.0023555504664515454,-0.28216616315869203
0.0017724629756358727,-0.015384825510523115
0.00023021728866451716,-0.1144853690968688
0.00011806777714508321,-0.06787806455369605
0.0017897200898464053,-0.015271237478074795
0.0018989441803275834,-0.2556891269066881
0.0017181257229899943,-0.015185727927772064
0.0017831256265334232,-0.015288401678745345
0.0025534247590246638,0.07803347237445735
0.0017559874714814815,-0.015365836096478347
0.002551748028313111,-0.11327637636375698
0.0016795931054872306,-0.014911861926677261
0.001741675342881126,-0.015010332478183841
0.0024734320285789996,-0.20665117024532265
0.0016490254697852167,-0.015397206280752584
0.002319651913542373,-0.03776194649336162
0.0015915668380562862,-0.015262036114364719
0.0016519400715521019,-0.01573394502329961
0.0022411568441320804,0.16815749539654234
0.0016499784847082916,-0.015359295070041412
0.0017101187093299403,-0.01521415203062304
0.0023015134151250184,0.027748776723299784
0.0016722969233961586,-0.015908961358590545
0.002496607698458075,0.0800058190271784
0.0016327966805453672,-0.015501339520781698
0.0006280796127881345,0.025852957296152113
0.0003627947077895518,-0.021059547254154154
0.001650530217839199,-0.015453299438192403
0.0027144032493349444,-0.08701478477392754
0.001578495802971975,-0.014876691892098393
0.0024087972102276355,-0.0772749625010789
0.0015160903666998234,-0.015529119886664944
0.0015769708304215221,-0.015583246617836721
0.0024105737906151203,0.10047440305224598
0.0015466508979081947,-0.015514885828892488
0.002609873751735996,-0.056879430861172864
0.001483590913965365,-0.014813575352178532
0.0004917570538387564,-0.03169248577800943
0.00026153584840320606,-0.03741986484719462
0.0014979989986645963,-0.015255474992315499
0.0016542457495788937,0.07347666933920038
0.0014943376459152667,-0.015436927774146625
0.001555259463883942,-0.015253387006396224
0.001833924753091096,0.16929683420853792
0.0015513735849239146,-0.015985484875884026
0.0016133127409155503,-0.01505134612146719
0.0030459443527419217,0.0667172170865058
0.0015549250785808972,-0.015111667071892043
0.003093354166596413,-0.014106798238458396
0.0014818906842274185,-0.01614221324568632
0.0007468400096406677,-0.06141620753471955
0.0004450674106245396,-0.04424479758719713
0.0001598499296216062,0.06717181183533683
0.0014819652492552829,-0.01575502953946284
0.001744303012667192,0.1530939574334127
0.001486305823173662,-0.014712445127926799
0.0015484007879098339,-0.015174385891697284
0.0023161064310606013,-0.004359458157225049
0.0015146359298526266,-0.01567443989229389
0.002021467041531968,0.09376175538585585
0.0015039634304063393,-0.015085551037998357
0.0015658160811537463,-0.015166774065818345
0.0021054619445622165,0.004782778125658638
0.0015393846173065637,-0.015504403599862826
0.0004385430423572564,-0.0352793542190426
0.000554205737970939,-0.04798610258191616
0.0015483542876228165,-0.01552149922409285
0.005427136652969125,0.17891204566247154
0.005427136652969125,-1.0570651673065754
0.0011188945437351232,-0.01529518559956955
0.00041165519552162626,0.23163568131754175
0.0011786029865903393,-0.015061169794307716
0.0012323899545194459,-0.015003937030982684
0.0006648496070540838,0.10891624618361107
0.001256691290651776,-0.01535744488239743
4.981967482849142e-05,0.004072841843026254
0.00011597413504746999,0.001974442433336776
0.0013069097137904861,-0.014812934551954982
0.000772852508568087,0.06906449316223018
0.0013229520021526906,-0.016009555904275885
0.0016562732262521156,0.11009008129013864
0.0013044404930850333,-0.01497603006440329
0.0013614202143348766,-0.015112463972073442
0.0014095960414245118,0.05377865432447493
0.0013485462543050394,-0.015004479533715198
0.0013437235578793421,0.03848774385608067
0.0013366169982459014,-0.015255802939904584
0.0013953100013975141,-0.015299341974241543
0.0014005816648806546,0.10228631265808019
0.0013955575946552245,-0.01574190724053892
0.0005442288121736456,-0.00704968640289394
0.00032960734215132663,0.010228916815876232
0.0014042976892382263,-0.015508383069558818
0.00017015581094979333,-0.0038603136783592618
9.08019823572353e-05,-0.02607770662184805
0.006649656006140406,-0.5977841552594896
0.0011061256709795433,-0.015879642170745
0.0011567488923704583,-0.015568844406246285
0.0004955290102507258,0.2907582034269325
0.0012230911658580308,-0.014834923436765735
9.815294188156366e-05,0.06111736315527594
0.00019383756085949725,0.059324858765890554
0.0012939957496067886,-0.014791875108130625
0.00089996055469113,0.08965200473400614
0.0013089843390963658,-0.015611475467778746
0.001363997800584882,-0.015367155969542523
0.0015043274244658047,0.20106566275235593
0.0013799050691984552,-0.014413368361275047
0.001693082691424161,0.1433306346995522
0.0013781451302385666,-0.014258900144838549
0.0023586922223977733,0.006426940771930845
0.001323274725822084,-0.01471735267080021
0.0013814832608469764,-0.015290292287488683
0.000955383169204846,0.04561486752616872
0.0013962796997734933,-0.015693363992411946
0.00024836465126909215,0.05009041558048466
0.0014542630436066514,-0.014565622182956872
