X,Y,Yaw
1.863699,1.082642,-99.4912990062589
1.862631,1.081104,-99.2944448325027
1.865474,1.083142,-99.12854759440728
1.864507,1.082141,-99.14162496583944
1.864868,1.08257,-99.01688613214624
1.864834,1.08276,-98.8701741017895
1.863878,1.082231,-98.8852549841098
1.865181,1.083129,-98.76538136720086
1.864242,1.082818,-98.7808131784063
1.864313,1.083211,-98.76215037322072
1.864104,1.083401,-98.7232681397018
1.86303,1.083268,-98.73800484304732
1.865202,1.083948,-98.33339049761904
1.864082,1.08391,-98.34837534756096
1.862871,1.083901,-98.36335590385316
1.864032,1.084265,-98.39514788057684
1.862787,1.084338,-98.40993756854706
1.864162,1.084601,-98.50012292995012
1.8629,1.084744,-98.5151340689394
1.862815,1.084899,-98.5773371989074
1.862502,1.085067,-98.62813915923218
1.861098,1.085284,-98.64321070461116
1.862184,1.085517,-98.72844061611876
1.86073,1.085788,-98.74343236165028
1.860684,1.085982,-98.7989881934101
1.860454,1.086152,-98.84858481281093
1.858872,1.086489,-98.86372915945624
1.860066,1.08647,-98.97267733365224
1.858447,1.08684,-98.98839180650538
1.858259,1.086966,-99.09430445870312
1.85787,1.087113,-99.1771395989844
1.85614,1.08754,-99.1926749881668
1.857478,1.087175,-99.43384883304758
1.855749,1.087607,-99.44891301337653
1.855562,1.087587,-99.58089359360164
1.855504,1.08757,-99.74484457254992
1.85372,1.088032,-99.76054923783836
1.855613,1.087493,-100.11553959674384
1.853893,1.087959,-100.13078158830426
1.853732,1.088012,-100.25361257938476
1.853452,1.088045,-100.34929432534749
1.851669,1.088532,-100.36501004160856
1.85319,1.087945,-100.59899793431477
1.851441,1.088418,-100.61454211656196
1.849623,1.088914,-100.63012278787704
1.851216,1.0885,-100.78978408023563
1.849422,1.08899,-100.80498878910282
1.851635,1.088183,-101.08715495226151
1.849923,1.088642,-101.10253977777204
1.850053,1.088452,-101.2170251468689
1.850001,1.088346,-101.2849032114226
1.848268,1.088793,-101.30017444890068
1.849998,1.08801,-101.55586357580736
1.848332,1.08843,-101.57104930373514
1.846603,1.088866,-101.58633770541388
1.849126,1.088473,-101.50830423303942
1.84742,1.088889,-101.5236700691359
1.849863,1.088152,-101.63694644549966
1.848231,1.088549,-101.65185830742634
1.846539,1.088962,-101.66686863990452
1.848854,1.088091,-101.87351981014984
1.847252,1.088482,-101.8889170164306
1.84946,1.087771,-101.92667896292396
1.847913,1.088145,-101.94194099903832
1.846308,1.088536,-101.95767494406162
1.848548,1.088464,-101.78951744866508
1.846946,1.088859,-101.80487674373512
1.845287,1.089274,-101.82009089576574
1.847529,1.088754,-101.79234211904244
1.845905,1.089153,-101.80825108040104
1.84835,1.088648,-101.72824526137386
1.846763,1.089032,-101.74374660089464
1.847391,1.089042,-101.71789364359849
1.847695,1.088844,-101.73895319085264
1.84609,1.089229,-101.75440649029083
1.848697,1.088473,-101.84142127506476
1.847162,1.088841,-101.85629796695686
1.849482,1.088193,-101.93357292945794
1.848011,1.08856,-101.9491020493446
1.846482,1.088946,-101.96468529596244
1.848853,1.088511,-101.8642108929102
1.847353,1.088888,-101.87972577873909
1.849873,1.088209,-101.93660520960026
1.848434,1.08857,-101.95141878495244
1.848923,1.088518,-101.98311127073045
1.849172,1.088438,-102.02053113557764
1.847723,1.088818,-102.03578661056996
1.849346,1.088498,-101.96230994123076
1.8479,1.088875,-101.9777468690049
1.846396,1.089271,-101.9930002560113
1.848228,1.089187,-101.82370342180276
1.846734,1.089605,-101.83968890667865
1.845181,1.090042,-101.85474025280011
1.848157,1.089393,-101.7880230357136
1.846661,1.089817,-101.8031347027855
1.849575,1.088779,-101.81724150102396
1.848147,1.089175,-101.83338371426964
1.848864,1.088966,-101.89479992180436
1.849258,1.088759,-101.93904471939156
1.849342,1.088623,-101.87187290755622
1.847912,1.089012,-101.88762793709569
1.849584,1.088515,-101.73453397966227
1.848145,1.088887,-101.7492464247902
1.846646,1.089275,-101.7644208106819
1.848856,1.088582,-101.76878026883912
1.847387,1.088951,-101.78445470873142
1.84936,1.088511,-101.69069295334556
1.847901,1.088876,-101.70577850438356
1.846383,1.08926,-101.72094527844938
1.848424,1.088743,-101.71616250032372
1.846932,1.089122,-101.73166690392358
1.847356,1.08901,-101.76694625814262
1.847886,1.088848,-101.81493236072454
1.846385,1.089228,-101.83045385994863
1.8517135,1.088198,-101.65154181428616
1.857042,1.087168,-102.70860698159274
1.855947,1.087398,-102.7239021671923
1.856353,1.08733,-102.49226648587477
1.855201,1.087579,-102.50732765566907
1.853997,1.087842,-102.52233159270006
1.854577,1.087517,-102.41341534651644
1.853349,1.087784,-102.42877279139884
1.85338,1.087745,-102.42469994955582
1.853297,1.087664,-102.42272550712248
1.85202,1.087942,-102.43753844167443
1.852746,1.087677,-102.3684739485122
1.851455,1.087966,-102.38448350441648
1.853076,1.087626,-102.27439342312634
1.851807,1.087928,-102.28936945319074
1.850483,1.088245,-102.30448191716282
1.851839,1.08786,-102.25070326283834
1.850528,1.088176,-102.26570774237206
1.851835,1.087864,-102.22721999851598
1.850539,1.088191,-102.24247580145588
1.849186,1.088532,-102.25777514343012
1.850536,1.088159,-102.15548883077204
1.849181,1.088493,-102.17123073801258
1.849705,1.088346,-102.17828042441548
1.850001,1.088201,-102.1680515075996
1.848637,1.088535,-102.18355989066916
1.848805,1.088508,-102.18742020434752
1.848894,1.08849,-102.21349791096937
1.855324,1.086795,-102.81128206622886
1.854241,1.08702,-102.8271617083996
1.853109,1.087258,-102.84273055280585
1.853602,1.087308,-102.55197234937891
1.852406,1.087564,-102.56680727281568
1.852309,1.087579,-102.5056899096604
1.852116,1.087561,-102.44636505089451
1.850852,1.087838,-102.46115692600264
1.851692,1.087515,-102.37150492126864
1.850416,1.087807,-102.38711639673642
1.849087,1.088114,-102.40248355270596
1.850588,1.088014,-102.2014178899536
1.849245,1.088331,-102.21583125831488
1.850918,1.088071,-102.07250062361533
1.849578,1.088393,-102.08675952376016
1.851851,1.087763,-102.08033258298823
1.850567,1.088083,-102.09504993565903
1.849227,1.088419,-102.11034022794652
1.850148,1.088165,-102.06472536042035
1.848794,1.088506,-102.08041872441277
1.849012,1.088625,-102.03032830883228
1.847603,1.088985,-102.04489393101524
1.846138,1.08936,-102.05958919289876
1.848885,1.088802,-102.02405316621072
1.847482,1.08916,-102.03916907080928
1.849585,1.088572,-101.94027798301592
1.848212,1.088915,-101.95536925985068
1.846781,1.089272,-101.97069296210935
1.848484,1.088578,-101.93236142529592
1.84707,1.088913,-101.94834884423447
1.847811,1.088853,-101.82538011548264
1.848208,1.088837,-101.71631666469564
1.846754,1.089174,-101.73223434937088
1.85178,1.088419,-101.66209881631627
1.85047,1.088745,-101.6772930998767
1.851624,1.088226,-101.6124213925762
1.850275,1.088532,-101.64542185884171
1.848873,1.088811,-101.70116641979334
1.849972,1.088029,-101.72354857308922
1.848561,1.088281,-101.77996199123356
1.849037,1.088663,-101.61798811044736
1.848873,1.088689,-101.54640774566076
1.847371,1.088922,-101.61519032032656
1.84965,1.089607,-101.18452012382696
1.848223,1.089929,-101.24872947905962
1.851137,1.09062,-100.89864455778782
1.850059,1.091304,-100.79475743309536
1.849099,1.092214,-100.5725533466646
1.852446,1.092952,-100.02274755767972
1.852159,1.094564,-99.61471648608008
1.857558,1.09759,-98.43517631709776
1.856953,1.098911,-98.09472412779633
1.856052,1.100146,-97.89039494010848
1.858235,1.099834,-97.92309164913866
1.856976,1.101162,-97.7704525995377
1.859332,1.101493,-97.53818217948286
1.857402,1.103832,-97.13112892594197
1.855932,1.104921,-97.1239744423841
1.859732,1.102313,-97.1389981771016
1.857097,1.10256,-97.05356969776813
1.859439,1.099777,-96.86005844521064
1.856109,1.099802,-96.5755758683354
1.852568,1.099607,-96.3145716232215
1.852017,1.09752,-96.29514489998598
1.849774,1.096754,-97.15655913916856
1.847337,1.096469,-96.91144290584364
1.840042,1.0981937499999999,-97.20258168930879
1.832747,1.0999184999999998,-97.27843844148248
1.825452,1.10164325,-97.31836317557843
1.818157,1.103368,-104.9353035617158
1.818338,1.104673,-104.89640191059104
1.8239269999999999,1.1011185000000001,-105.08133509007742
1.829516,1.097564,-100.9360451191935
1.828657,1.099224,-101.29238321723406
1.831165,1.096492,-101.45242348486188
1.832222,1.09402,-101.73947114881148
1.831447,1.094365,-102.10777653102272
1.835748,1.091746,-102.02368313299512
1.834965,1.092082,-102.27454895104812
1.839067,1.093843,-101.67265837375096
1.842282,1.095709,-100.64894422432543
1.841358,1.096492,-100.66975714975408
1.846674,1.09851,-99.40921051276123
1.845708,1.099597,-99.3116396755907
1.848002,1.097872,-99.40757403755686
1.848792,1.097353,-99.27976020494262
1.847858,1.098463,-99.15242575714502
1.85103,1.096744,-99.15630101410922
1.850162,1.097844,-99.13552817509697
1.85165,1.096432,-99.0454992141488
1.850757,1.097528,-99.10355895649946
1.849803,1.09873,-99.16757746165187
1.851434,1.096615,-99.20759268855468
1.850452,1.097771,-99.27909756853413
1.852069,1.095368,-99.5740885272462
1.851084,1.096495,-99.62647621706373
1.850026,1.097717,-99.66586825046735
1.854043,1.098707,-98.98791047646164
1.852928,1.099995,-99.00495164841618
1.853858,1.101112,-98.8022225923646
1.854829,1.101101,-98.85583491522272
1.853619,1.102511,-98.84491490505997
1.855757,1.100212,-98.92049502062046
1.854532,1.101539,-98.90520090710184
1.85668,1.098494,-99.08949817715576
1.85547,1.099705,-99.08044814652304
1.856137,1.100327,-98.91373442825936
1.856276,1.100306,-99.02570144972788
1.854956,1.101777,-98.958220541857
1.856125,1.100681,-99.01928020507454
1.854742,1.102062,-98.82874346399898
1.853309,1.103525,-98.66658100241212
1.855223,1.099407,-98.82674262573708
1.853825,1.100654,-98.69581917654058
1.855961,1.099027,-98.37844042230644
1.854532,1.100142,-98.3006827341045
1.854533,1.099819,-98.26816484000032
1.85464,1.099279,-98.2957648079134
1.853121,1.10029,-98.28178031221849
1.855414,1.099029,-98.08632131634656
1.853863,1.099956,-98.12417890306529
1.853603,1.099805,-98.29648064007722
1.853451,1.099394,-98.5018163657612
1.851817,1.10028,-98.59614473890122
1.854524,1.098619,-98.51178737885064
1.852877,1.099437,-98.63941522493514
1.852287,1.099461,-98.87303138225278
1.851825,1.099183,-99.11663961557096
1.849957,1.100018,-99.27339341615684
1.852004,1.098239,-99.29960780082102
1.850185,1.098844,-99.55541092069262
1.84838,1.09954,-99.82314158796744
1.851945,1.096518,-100.18115639288452
1.85035,1.097287,-100.2748307555493
1.852582,1.095847,-100.13274709390868
1.850843,1.096735,-99.83273058503148
1.850818,1.096371,-99.32880332900048
1.850465,1.096136,-98.56594492484184
1.848268,1.097086,-97.52172690855548
1.849106,1.095834,-96.39826253804584
1.846769,1.096859,-95.03273302635633
1.846131,1.096857,-93.54393972490732
1.845277,1.096962,-91.9460443341538
1.842583,1.097968,-90.17914492386195
1.845567,1.096228,-88.42262817198419
1.842847,1.097035,-86.52470602922372
1.842589,1.096676,-84.62071838991612
1.842336,1.096366,-82.71557545547198
1.839983,1.097215,-80.65830950617624
1.841757,1.096588,-78.66557566622659
1.839945,1.097811,-76.66663803610231
1.842893,1.098967,-73.8288732411606
1.845218,1.100146,-71.62716620343461
1.844012,1.102075,-69.797088345485
1.848411,1.102943,-67.72222097797008
1.84741,1.105014,-65.85541960960273
1.848851,1.106665,-63.72006375022711
1.850448,1.108049,-61.6306898731129
1.849406,1.109759,-59.57329315843909
1.85412,1.109923,-57.23470820026907
1.852718,1.110878,-55.266643451667285
1.853957,1.110964,-53.51243549147747
1.854661,1.110807,-52.97303669399579
1.851528,1.112055,-52.42196693608074
1.852441,1.112903,-52.15478797535869
1.84837,1.113861,-51.795843167456354
1.846174,1.11439,-51.48013717829707
1.843759,1.114603,-51.2385169289339
1.838494,1.114894,-51.05641885745109
1.836942,1.114886,-50.85772018243437
1.831172,1.115109,-50.849345006094126
1.827259,1.11519,-50.786502123215776
1.824398,1.115034,-50.49281240952665
1.818749,1.115119,-50.269789045151214
1.822319,1.113968,-49.74198064994557
1.817224,1.114048,-49.34739019692918
1.816019,1.113612,-48.80370922510813
1.81455,1.113208,-48.31896891124646
1.809849,1.113374,-47.79700983293247
1.80947,1.112954,-47.2526482572083
1.804833,1.113194,-46.73689358435399
1.802117,1.113208,-46.192096022455615
1.799215,1.113276,-45.758633428668304
1.794421,1.113721,-45.3112480176188
1.793999,1.113502,-44.8527108577461
1.789191,1.114113,-44.44431084246217
1.786417,1.114494,-43.992356289173486
1.783567,1.114882,-43.60858510936089
1.778807,1.115786,-43.21633614761377
1.779193,1.115745,-42.86698371462061
1.774718,1.116761,-42.41127701674604
1.773171,1.11727,-41.9965365744344
1.771701,1.117729,-41.55712737936027
1.767241,1.118706,-41.07073673718392
1.767014,1.11887,-40.81014171635377
1.766694,1.119059,-40.57596778975944
1.763848,1.119769,-40.30204006378962
1.760748,1.120397,-40.13169750145495
1.755351,1.121255,-39.96628364482248
1.753009,1.121691,-39.99586469628659
1.747164,1.122511,-39.98375152761391
1.741103,1.12327,-40.00007688750691
1.737457,1.123509,-40.12304767878512
1.731222,1.123931,-40.0910530393104
1.725336,1.123836,-41.00397442967203
1.71895,1.123824,-40.93675526269499
1.712402,1.123658,-40.8550626080828
1.70618,1.123149,-41.1991121362864
1.699452,1.122742,-41.12813967500104
1.694052,1.122169,-41.38589675364833
1.687164,1.121514,-41.3260510034803
1.680156,1.120764,-41.2707523126736
1.676412,1.119794,-41.53925344972056
1.669536,1.118826,-41.44879685965868
1.665407,1.117689,-41.60978969307356
1.658834,1.116479,-41.410058913160455
1.652283,1.115119,-41.15204592490044
1.648189,1.113547,-41.07934348304825
1.641721,1.111996,-40.77785114873711
1.63852,1.110167,-40.62090364521008
1.632121,1.108504,-40.282737705359104
1.625625,1.106771,-39.9277837549509
1.622845,1.10481,-39.745709771450485
1.616228,1.102898,-39.37543593224942
1.614121,1.100759,-39.32771020817121
1.607211,1.098814,-39.070485574547966
1.599971,1.096879,-38.89504801570671
1.6071266666666666,1.095728,-38.84359180229907
1.6142823333333334,1.094577,-38.727749421986864
1.621438,1.093426,-39.41134646891252
1.614674,1.091425,-39.3893958791412
1.60974,1.089285,-39.53627940302654
1.605215,1.08732,-39.72464599767938
1.598158,1.085313,-39.861514552873295
1.593229,1.083228,-40.13452055995558
1.586202,1.081176,-40.28647472634024
1.579162,1.078858,-40.45878497579149
1.572116,1.076782,-40.62377548268214
1.565163,1.074723,-40.76733381895541
1.558396,1.072596,-40.88344916022852
1.551618,1.070507,-40.9707011716791
1.544942,1.068282,-41.127021749465655
1.540152,1.066126,-41.313436061293054
1.533478,1.064082,-41.45025268553939
1.526981,1.061897,-41.67667379180032
1.520304,1.059902,-41.85611060259542
1.513723,1.057671,-42.03499499099976
