X,Y,Yaw
1.39663,-0.469233,-104.37353561599453
1.396375,-0.468943,-104.20999773079974
1.396793,-0.46914,-104.22418811400996
1.396846,-0.469366,-104.16263594492828
1.396919,-0.469547,-104.14000237732245
1.396723,-0.469515,-104.08627440384444
1.397198,-0.469733,-104.10138460768891
1.395657,-0.468786,-103.84509719623188
1.39575,-0.468751,-103.86416994680364
1.395861,-0.468787,-103.90437236394968
1.395864,-0.468774,-103.9285990952119
1.396385,-0.46892,-103.94200434834588
1.396388,-0.468907,-103.95801843317788
1.396485,-0.468933,-103.98207371289833
1.397074,-0.469099,-103.99515651855933
1.396851,-0.469038,-104.03159291416208
1.396721,-0.468866,-104.05958489372344
1.397343,-0.469023,-104.07394660109154
1.39766,-0.469135,-104.10406499835804
1.397973,-0.469251,-104.13666009448038
1.398243,-0.469362,-104.17897575851804
1.398951,-0.469566,-104.19291252998138
1.399213,-0.469701,-104.24877466705745
1.399507,-0.469837,-104.30910156104048
1.399847,-0.469984,-104.3707252359758
1.400282,-0.470203,-104.45194246094675
1.400734,-0.470425,-104.52350759422492
1.401503,-0.47069,-104.53709810530816
1.402027,-0.470975,-104.62155973082618
1.402523,-0.471256,-104.71383584410002
1.403385,-0.471599,-104.75030920453628
1.404198,-0.471929,-104.80161293341509
1.403771,-0.472474,-104.80449686543672
1.404055,-0.472804,-104.85030714153838
1.40436,-0.473155,-104.89728665114905
1.404661,-0.473488,-104.93935256365997
1.405492,-0.474002,-104.93997078371886
1.405755,-0.474348,-104.97122787567191
1.406023,-0.474666,-105.00225478406644
1.406251,-0.47486,-105.1034041226069
1.406498,-0.474964,-105.25230086140276
1.406858,-0.474983,-105.46246216333918
1.407782,-0.475195,-105.69044376480252
1.408045,-0.47498,-105.99704316620762
1.408488,-0.474846,-106.32551499109915
1.408725,-0.474609,-106.65562519180068
1.409663,-0.474835,-106.94890560876938
1.410072,-0.474844,-107.21716740106562
1.410292,-0.474647,-107.47033294160852
1.41057,-0.474602,-107.6203759867927
1.410732,-0.474449,-107.75869855110288
1.411442,-0.475005,-107.79904632739948
1.411081,-0.475343,-107.63482348598868
1.410863,-0.476102,-107.18650354866897
1.409863,-0.475611,-106.8469990280555
1.409771,-0.475907,-106.55417045661233
1.409709,-0.476355,-106.26914490645804
1.410248,-0.477396,-106.00780753018148
1.410232,-0.477618,-105.8908795015746
1.410336,-0.477705,-105.80443596539004
1.410443,-0.477947,-105.64007144829073
1.411206,-0.478755,-105.39599106601491
1.411041,-0.478807,-105.1970317185162
1.410938,-0.478955,-104.95192878487482
1.409619,-0.477942,-104.7130713402054
1.409185,-0.477769,-104.35691020577492
1.409806,-0.478299,-103.78947684185762
1.409806,-0.478088,-103.06471763831928
1.410384,-0.478044,-102.20760279464562
1.411216,-0.478021,-101.1535218135144
1.412108,-0.477928,-99.97635013232257
1.412796,-0.477446,-98.65670695687125
1.414565,-0.477532,-97.12895018711588
1.415718,-0.477058,-95.4879438446089
1.41725,-0.47664,-93.69337092753943
1.418943,-0.476243,-91.7708129062211
1.420644,-0.475647,-89.6404087019612
1.423428,-0.475265,-87.49160755648155
1.42479,-0.47417,-85.27332316731395
1.426183,-0.473137,-82.91376333263811
1.427772,-0.472003,-80.37073112895094
1.429008,-0.470588,-77.68592137400361
1.431483,-0.469432,-75.114181308701
1.432797,-0.467676,-72.34954567707503
1.434021,-0.465622,-69.54606252673888
1.435165,-0.463604,-66.94044207745851
1.436609,-0.4618,-65.04653134018395
1.439899,-0.460503,-63.97520873582372
1.442021,-0.458754,-62.69244586263482
1.443735,-0.4564,-61.610343698317386
1.445151,-0.454145,-60.44897841977225
1.447494,-0.452384,-58.964245507734894
1.451217,-0.450987,-57.809354657122704
1.454219,-0.44971,-56.61744715183908
1.458346,-0.448691,-55.7256970142812
1.462119,-0.447854,-54.92687150419516
1.466746,-0.447197,-54.32240406415517
1.471505,-0.446782,-53.77354505876932
1.474776,-0.446871,-53.26719432796163
1.479478,-0.447048,-52.65034241817285
1.482741,-0.448026,-52.01631181450883
1.487456,-0.448825,-51.37554673158799
1.492295,-0.449848,-50.768227609438135
1.497265,-0.45099,-50.181117997737246
1.501551,-0.453206,-49.637296914648566
1.506133,-0.454255,-49.07318170525637
1.511365,-0.455269,-48.42952986883624
1.516741,-0.45624,-47.79717517691896
1.521857,-0.457269,-47.241136397128514
1.527531,-0.458075,-46.66411955426234
1.533023,-0.459013,-46.136671518856055
1.53886,-0.459679,-45.61187884021985
1.544727,-0.46032,-45.11007922423632
1.550339,-0.461262,-44.68370101771581
1.556201,-0.461749,-44.212345950564064
1.561879,-0.462463,-43.81240654610411
1.567977,-0.462738,-43.45620874782456
1.5742,-0.462916,-43.15412512314629
1.580276,-0.463393,-42.95479127040123
1.586702,-0.463347,-42.73525364767552
1.592776,-0.463662,-42.61248849091853
1.599254,-0.463414,-42.43557660729719
1.605722,-0.463093,-42.27190943851178
1.611776,-0.463263,-42.16550971330484
1.618079,-0.462817,-41.98249224822792
1.624292,-0.462262,-41.764875541898775
1.62904,-0.462993,-41.6085086542759
1.634989,-0.462223,-41.28297653228254
1.640779,-0.461478,-40.94436130070479
1.6474235,-0.463347,-40.94159224169552
1.654068,-0.465216,-40.37198819519303
1.6602100000000002,-0.466509,-40.27010037544959
1.666352,-0.467802,-39.83633628845333
1.672822,-0.466813,-39.44541704211533
1.6795255,-0.46851149999999997,-39.428449416617106
1.686229,-0.47021,-38.97111315580238
1.6927245,-0.471588,-38.97058414760222
1.69922,-0.472966,-38.544899860458216
1.7055455,-0.47426,-38.534956319814356
1.711871,-0.475554,-38.1668516609539
1.718061,-0.476635,-38.41029861273546
1.724251,-0.477716,-37.88261590805801
1.732141,-0.47725,-37.75014728140986
1.7380865,-0.478237,-37.68997237324618
1.744032,-0.479224,-37.65574580407269
1.7481675,-0.479081,-37.718365309566835
1.752303,-0.478938,-37.63112486535799
1.7591999999999999,-0.480857,-37.50374631159176
1.766097,-0.482776,-37.577824461771485
1.7708125,-0.48318249999999996,-37.68929400717859
1.775528,-0.483589,-34.98720188587248
1.7799895000000001,-0.48373,-34.83146379679357
1.784451,-0.483871,-34.95701456541558
1.7899865,-0.484674,-35.16098142027893
1.795522,-0.485477,-35.18074374901232
1.800795,-0.486131,-35.32533619754138
1.806068,-0.486785,-35.36788514680973
1.810746,-0.487212,-35.333506004764665
1.815424,-0.487639,-35.55621114455273
1.815368,-0.48338,-35.63161896375786
1.819806,-0.48378,-35.84512778127777
1.824244,-0.48418,-35.745973450331256
1.82633,-0.481307,-35.821055832839654
1.829464,-0.479075,-35.914149661463064
1.8337029999999999,-0.479515,-35.75119553433868
1.837942,-0.479955,-36.0048906922753
1.844727,-0.479712,-36.10889230505283
1.84886,-0.4801885,-36.07019290647489
1.852993,-0.480665,-36.15016500086546
1.857059,-0.481158,-35.946013318751774
1.861125,-0.481651,-36.142816960012254
1.8658424999999998,-0.4820455,-36.546137832579895
1.87056,-0.48244,-36.217169838408566
1.878483,-0.483306,-36.09701059885778
1.8825615,-0.483545,-36.27489959490532
1.88664,-0.483784,-36.09689781029347
1.894504,-0.484605,-35.938740518939035
1.902414,-0.485459,-35.79111721332793
1.910104,-0.485823,-35.82140025392375
1.9141219999999999,-0.4862695,-35.85908885823559
1.91814,-0.486716,-35.72974316271067
1.925333,-0.486982,-35.84182732064504
1.9293855,-0.487475,-35.855851708138744
1.933438,-0.487968,-35.81688740204356
1.9375095,-0.488508,-36.106851618500485
1.941581,-0.489048,-35.819703478805685
1.948222,-0.489284,-36.020615089671104
1.9522279999999999,-0.4898385,-36.02822914691736
1.956234,-0.490393,-36.02856530904581
1.962137,-0.49038,-36.1936326817846
1.969998,-0.4914,-36.18182373215831
1.977886,-0.492433,-36.18212215710855
1.983276,-0.492314,-36.3596739550425
1.991077,-0.493378,-36.38161366410967
1.996101,-0.49304,-36.59219833054939
2.003801,-0.494032,-36.60684497374148
2.011435,-0.495038,-36.5950402780629
2.015579,-0.49434,-36.74963148434637
2.022995,-0.495198,-36.67228104586504
2.026869,-0.494154,-36.72708671269693
2.034187,-0.494738,-36.61091678675199
2.041556,-0.495184,-36.492118746099
2.045147,-0.493687,-36.579565431941504
2.052521,-0.493898,-36.49743785588961
2.055859,-0.492032,-36.62208658090213
2.063202,-0.49213,-36.5492515206134
2.070487,-0.492261,-36.4657660307216
2.072777,-0.489806,-36.584657312795215
2.079811,-0.489954,-36.54336474783264
2.082537,-0.487824,-36.71203115712926
2.089465,-0.488032,-36.728604579063
2.096413,-0.488299,-36.77395851295935
2.098812,-0.486184,-37.0159932338883
2.105527,-0.486626,-37.09848857610644
2.107664,-0.484758,-37.3306833858144
2.113923,-0.485408,-37.38327512612669
2.120021,-0.486215,-37.42026591908152
2.121429,-0.484657,-37.61019155979927
2.127132,-0.485712,-37.62836832682612
2.127948,-0.483987,-37.78556821902643
2.133325,-0.485189,-37.78346738098745
2.138622,-0.486478,-37.76666606527503
2.139379,-0.485022,-37.89980765050185
2.144543,-0.486338,-37.87414791662079
2.144808,-0.484571,-37.963362335587405
2.149925,-0.485901,-37.95890785933858
2.155123,-0.487296,-37.98834487190548
2.155704,-0.485717,-38.173458924451886
2.160931,-0.487148,-38.260284222088266
2.16165,-0.485644,-38.4587139705848
2.166819,-0.487081,-38.57749114266613
2.171981,-0.488551,-38.707674106000574
2.173041,-0.487401,-38.93363920830898
2.178006,-0.488843,-39.05760908408741
2.178765,-0.487614,-39.24732082544914
2.183479,-0.488978,-39.328410697952165
2.188116,-0.49032,-39.3836145083107
2.188686,-0.48897,-39.474068896494494
2.193122,-0.490195,-39.46060262970631
2.197498,-0.491406,-39.42807788308589
2.195684,-0.489138,-39.52100780236289
2.199981,-0.490179,-39.50027034216395
2.200663,-0.488583,-39.48389903427013
2.204857,-0.489428,-39.432084230201816
2.20579,-0.487789,-39.40901068243172
2.210032,-0.488371,-39.36750475734265
2.214318,-0.488835,-39.31194616205906
2.214135,-0.485712,-39.28487738149324
2.218372,-0.485819,-39.16080231846884
2.219942,-0.483872,-39.02010592027127
2.224128,-0.483723,-38.88141153698812
2.228563,-0.483789,-38.67316143314767
2.230285,-0.481899,-38.435400077618105
2.234485,-0.481879,-38.18393539790847
2.236461,-0.480291,-37.98259979065792
2.240789,-0.480506,-37.87861342868192
2.245187,-0.480843,-37.87157292259857
2.246625,-0.478973,-37.92660205751878
2.25108,-0.47945,-38.00792289104661
2.253639,-0.478649,-38.0271331801427
2.257611,-0.479021,-37.97021999077855
2.261388,-0.479449,-37.845733290929886
2.262785,-0.478308,-37.646059728488645
2.26613,-0.478751,-37.41981455244876
2.267348,-0.477807,-37.10646174798024
2.270358,-0.478313,-36.7948887948323
2.273252,-0.478863,-36.46554029435527
2.275006,-0.478651,-36.12325123405312
2.277927,-0.47926,-35.86143453273051
2.280972,-0.479889,-35.65102100177842
2.284194,-0.480519,-35.4856711311846
2.281361,-0.477548,-35.40280764059382
2.287576,-0.48086633333333334,-35.42405282851448
