X,Y,Yaw
1.19766,-0.32136,-113.43646146839812
1.197258,-0.321408,-113.4386193407933
1.198558,-0.32232,-113.6775970342064
1.198541,-0.322435,-113.69721689459332
1.19857,-0.32258,-113.72592944531866
1.198942,-0.322596,-113.7409476020309
1.199111,-0.322748,-113.77140360821244
1.19953,-0.323304,-113.59311209235922
1.199926,-0.323776,-113.46605282441988
1.200245,-0.324031,-113.4910848659752
1.199792,-0.323371,-113.60759106212556
1.200148,-0.323571,-113.62199639387904
1.200138,-0.323473,-113.66173382683247
1.200313,-0.323565,-113.684918554867
1.20075,-0.323821,-113.70695259138124
1.200762,-0.324044,-113.6767120975871
1.201246,-0.324278,-113.69498917689296
1.201317,-0.324362,-113.67063037226988
1.201456,-0.324435,-113.63711531306777
1.20187,-0.324545,-113.62874868071704
1.201387,-0.324315,-113.62490827402144
1.201661,-0.324293,-113.6324469515031
1.201374,-0.323951,-113.6365589732934
1.20118,-0.323552,-113.63829140395409
1.201269,-0.323104,-113.60565777439544
1.200234,-0.321784,-113.44696347690063
1.200106,-0.32081,-113.12144800994471
1.199229,-0.319222,-112.62937288973376
1.198491,-0.317575,-111.9538790236718
1.198019,-0.315781,-111.12391438749324
1.196974,-0.313985,-110.04161104505116
1.196419,-0.31173,-108.88148847306512
1.195031,-0.309178,-107.50703350065156
1.193694,-0.306552,-106.0048417480086
1.193085,-0.303922,-104.32874926394256
1.191079,-0.300924,-102.55472082968586
1.190495,-0.298409,-100.68059301844583
1.189958,-0.296053,-98.70026459261928
1.18924,-0.294054,-96.65984893346808
1.188929,-0.291939,-94.599407847704
1.18805,-0.289668,-92.4121821982979
1.188579,-0.287554,-90.27104588373822
1.188316,-0.285286,-88.04724058429494
1.18868,-0.283168,-85.87743214565403
1.189729,-0.28128,-83.79681038586364
1.189107,-0.278858,-81.68934121369786
1.190346,-0.277072,-79.65524333327613
1.190941,-0.275168,-77.75387776800284
1.191228,-0.273162,-75.58401444941698
1.192749,-0.271748,-73.44936353977819
1.190924,-0.26851,-71.13396649588368
1.192265,-0.267703,-69.28979446093895
1.191611,-0.265074,-68.3392065031287
1.190931,-0.26211,-67.78453924950225
1.191329,-0.260192,-67.4180695185414
1.188659,-0.256188,-66.88952184192286
1.18823,-0.254262,-66.56056185996864
1.18585,-0.25126,-66.1513937803714
1.183311,-0.248227,-65.76425696598022
1.18203,-0.246194,-65.57318888741513
1.177783,-0.241836,-65.34392396718488
1.176349,-0.239443,-65.33937269166965
1.17333,-0.235852,-65.21484668807486
1.170294,-0.231877,-64.94421371014276
1.169282,-0.229401,-64.7104660509751
1.167058,-0.22604,-64.37296621605309
1.164795,-0.222584,-64.02909297610206
1.162398,-0.218663,-63.62670658422438
1.160378,-0.215125,-63.27745853770928
1.159438,-0.212484,-62.99809138984802
1.155586,-0.207594,-62.53486281452343
1.154315,-0.204958,-62.26420035236485
1.151486,-0.201244,-61.89786120570452
1.148326,-0.19721,-61.53762810369724
1.146635,-0.194555,-61.3193753959696
1.14267,-0.190353,-61.045038179166966
1.140721,-0.187606,-60.91889382651004
1.138047,-0.184356,-60.83119153542018
1.134834,-0.180269,-60.63098353258526
1.131413,-0.176092,-60.43227504217217
1.128185,-0.172085,-60.25020052830215
1.126187,-0.169153,-60.16486655444926
1.122692,-0.164926,-59.94244913896372
1.119374,-0.160858,-59.72841982286732
1.116078,-0.156923,-59.51862004618717
1.112549,-0.152791,-59.28802227044883
1.11026,-0.149809,-59.13249361708776
1.10669,-0.145909,-58.91738047543341
1.103215,-0.142129,-58.75063592794701
1.09922,-0.13788,-58.56550384539154
1.095483,-0.13393,-58.459315135886825
1.09276,-0.130826,-58.44945026328698
1.088868,-0.126858,-58.35811416485687
1.085238,-0.123095,-58.27773828785691
1.08142,-0.119224,-58.16785877095408
1.077866,-0.115574,-58.05033845302041
1.075206,-0.112575,-57.971521422799455
1.071861,-0.108945,-57.84758303603852
1.068628,-0.105258,-57.73895395807192
1.06523,-0.101441,-57.61299988972079
1.061996,-0.097621,-57.487307319428034
1.059679,-0.094382,-57.45770205697775
1.056529,-0.090477,-57.38625882433403
1.053391,-0.086449,-57.317907749876206
1.050284,-0.082449,-57.25471967948005
1.047416,-0.078657,-57.203612432930335
1.045217,-0.075317,-57.174700089258
1.042316,-0.071517,-57.08701260699165
1.039554,-0.067757,-56.97304213895308
1.036852,-0.063987,-56.844145036596174
1.034264,-0.060187,-56.73253935277242
1.032359,-0.056705,-56.6558579119985
1.029893,-0.052696,-56.53620348747142
1.027643,-0.048721,-56.431142898320005
1.025382,-0.044614,-56.33347246270993
1.023275,-0.040495,-56.26228544453527
1.021709,-0.03661,-56.240042094168416
1.019696,-0.03229,-56.24140552406215
1.017762,-0.027972,-56.26713294099584
1.015736,-0.023519,-56.30867004063556
1.013772,-0.019066,-56.37672896052916
1.012141,-0.01484,-56.47921124948635
1.010166,-0.010305,-56.57701970396232
1.008214,-0.005721,-56.66267529429126
1.0063,-0.001137,-56.74625862063006
1.004484,0.003413,-56.81126034614876
1.002972,0.007722,-56.90312719789821
1.00125,0.012299,-56.98492507755162
0.99963,0.016788,-57.0341450879568
0.997991,0.021356,-57.05915615227156
0.996513,0.025864,-57.07906500121177
0.995393,0.030146,-57.119222351374326
0.994158,0.034644,-57.0784512440165
0.993059,0.039096,-57.02203002498677
0.991997,0.043549,-56.97211765566597
0.991045,0.047963,-56.91409514916431
0.990238,0.052285,-56.89824180726598
