X,Y,Yaw
1.368893,-0.421765,-103.07647837176516
1.368852,-0.421622,-103.07403445812612
1.368981,-0.421209,-102.96948197387717
1.369072,-0.421028,-102.92761131667552
1.369232,-0.420943,-102.94204362079712
1.36945,-0.421016,-102.85756616737116
1.369735,-0.421018,-102.87250923741964
1.369948,-0.421181,-102.88565803452953
1.370203,-0.421335,-102.89262995477868
1.370633,-0.421472,-102.90710177935236
1.370426,-0.421571,-102.87312788346269
1.370913,-0.421781,-102.88837657386247
1.370984,-0.421834,-102.88528030563072
1.371144,-0.421917,-102.87556227553824
1.371735,-0.422216,-102.8895601184061
1.371481,-0.422147,-102.88866603088218
1.37212,-0.422498,-102.90354790717129
1.372066,-0.422412,-102.90482460477592
1.372279,-0.422517,-102.90853026619352
1.373015,-0.422934,-102.92284088055224
1.373089,-0.423336,-102.99928618959312
1.373883,-0.423826,-103.01430762103948
1.374732,-0.424358,-103.0288731764682
1.374958,-0.425069,-103.15204833862197
1.375863,-0.425686,-103.1667643863228
1.374203,-0.424156,-103.1651556122822
1.375083,-0.424737,-103.1802007999654
1.374827,-0.424464,-103.17584778993393
1.374845,-0.424416,-103.1684762628044
1.375786,-0.425046,-103.183339099824
1.375219,-0.424765,-103.20449771734386
1.376183,-0.425435,-103.21970954167683
1.377199,-0.426147,-103.23441414712892
1.376727,-0.425715,-103.3527795393703
1.377749,-0.426454,-103.36748609936056
1.377944,-0.426747,-103.39816110330902
1.37822,-0.42707,-103.42277289055734
1.378423,-0.427332,-103.46384835954288
1.3786,-0.427561,-103.49635607293536
1.37969,-0.428422,-103.51153982622368
1.379808,-0.428318,-103.63920378247848
1.38008,-0.428393,-103.74072008296642
1.380481,-0.428786,-103.79064550033549
1.380631,-0.428804,-103.88163138946148
1.381734,-0.429709,-103.89648241595522
1.380465,-0.428599,-104.01405507154968
1.381538,-0.429479,-104.03000206372518
1.382653,-0.430397,-104.04489488371618
1.381237,-0.429202,-104.1768600627055
1.382314,-0.43009,-104.19228158450564
1.381891,-0.430018,-104.25453238678926
1.38298,-0.430932,-104.27045034587822
1.38362,-0.431657,-104.33944509607312
1.384237,-0.432353,-104.414063817073
1.38539,-0.433349,-104.42903237662834
1.383643,-0.431415,-104.626239476742
1.38472,-0.432334,-104.64072646194964
1.384013,-0.431587,-104.7178599456801
1.383738,-0.431288,-104.7479131174849
1.384782,-0.432168,-104.76268971990704
1.384456,-0.431867,-104.80990550010416
1.385123,-0.432587,-104.86046442572608
1.385735,-0.433339,-104.91310243561036
1.38632,-0.434029,-104.97191642150896
1.387408,-0.434988,-104.98694314851151
1.386863,-0.434355,-105.07074844890498
1.38748,-0.435036,-105.1273738817606
1.388565,-0.436005,-105.14355060640476
1.388351,-0.436076,-105.2992453088504
1.389431,-0.437062,-105.31493808947286
1.38882,-0.435991,-105.45117594729868
1.388504,-0.43531,-105.53808443550888
1.387614,-0.434387,-105.58570237715428
1.388019,-0.434921,-105.63766760861508
1.388988,-0.435789,-105.65243232145896
1.389988,-0.436689,-105.66790046986245
1.389882,-0.436893,-105.75087170855278
1.389199,-0.436109,-105.77866878579012
1.388582,-0.435358,-105.79663345306012
1.389506,-0.436198,-105.80989919889656
1.38871,-0.435461,-105.800196056272
1.388157,-0.434961,-105.7772214573602
1.387359,-0.434294,-105.7531587285318
1.386688,-0.4337,-105.74241320765668
1.387516,-0.434443,-105.75944662030582
1.38704,-0.434061,-105.720761485963
1.386558,-0.433582,-105.6956830751749
1.387411,-0.434259,-105.71404721288334
1.38661,-0.432957,-105.74998870935111
1.387721,-0.433368,-105.76163663104934
1.388529,-0.432656,-105.78981593315427
1.389705,-0.431738,-105.72509894405752
1.391708,-0.432071,-105.5553282728335
1.39266,-0.430222,-105.66708678575684
1.395078,-0.430076,-105.70389611233854
1.397484,-0.429967,-105.84349703271904
1.398632,-0.429493,-105.96755578730804
1.400423,-0.429269,-105.98688503798934
1.402198,-0.42888,-105.91206731912288
1.404711,-0.429029,-105.71077388044633
1.406508,-0.428887,-105.34590187943176
1.407302,-0.427853,-104.68534113976663
1.408261,-0.426963,-103.7322500813024
1.409311,-0.426021,-102.50417036067616
1.412055,-0.426514,-101.0502932542831
1.413289,-0.425529,-99.32951707965758
1.414797,-0.424876,-97.35642716285103
1.417662,-0.425495,-95.17720143195496
1.41837,-0.42357,-92.9979381220732
1.421335,-0.423913,-90.49723087199564
1.423626,-0.42348,-87.85101104718694
1.425855,-0.422916,-85.13564987672521
1.428399,-0.422776,-82.24765927693832
1.430798,-0.422385,-79.28969193528356
1.433832,-0.422373,-76.26324774524646
1.435953,-0.421861,-73.65304818222508
1.437945,-0.423489,-73.65023135026043
1.439806,-0.425557,-73.58096253394577
1.440435,-0.427344,-72.70436738818977
1.442612,-0.428789,-71.86319258476594
1.444674,-0.429887,-70.88697308233954
1.446859,-0.430291,-70.04242039543175
1.449872,-0.431211,-69.36932378413425
1.452207,-0.432158,-68.64520492924467
1.455827,-0.432691,-68.16064506199069
1.458934,-0.433022,-67.49856834818242
1.462288,-0.43318,-66.8681872676371
1.465858,-0.433149,-66.32206668138105
1.469574,-0.433008,-65.70212541036447
1.473835,-0.432626,-65.13049007445092
1.477531,-0.432262,-64.41619570126392
1.481221,-0.43196,-63.7208041324914
1.485087,-0.431581,-63.11088218240623
1.489149,-0.431006,-62.52390048642096
1.493523,-0.430312,-61.92270774524653
1.497465,-0.429497,-61.21336971293972
1.501129,-0.428134,-60.43842045424869
1.505468,-0.427117,-59.88676288023882
1.510054,-0.426061,-59.44976510359516
1.515109,-0.42514,-59.2228311804115
1.520028,-0.42418,-59.03995517801011
1.524945,-0.423281,-58.873970423448895
1.529852,-0.422245,-58.45959052382323
1.535014,-0.421535,-58.37106328430329
1.540099,-0.420864,-58.23491315184459
1.545045,-0.420161,-57.857909778366256
1.550167,-0.419648,-57.75858576153898
1.555338,-0.419306,-57.72486686420037
1.559464,-0.420137,-57.80335979258332
1.564751,-0.420108,-57.863142515106446
1.569044,-0.419313,-58.07220973528637
1.57426,-0.419416,-58.11902679379806
1.579127,-0.419558,-58.21339891239567
1.584231,-0.419729,-58.24074262995987
1.589212,-0.419954,-58.2391090039344
1.593747,-0.420572,-58.21495958878935
1.598388,-0.420948,-58.10282667446365
1.602591,-0.421893,-57.89555764043145
1.606687,-0.42244,-57.54896848230177
1.610485,-0.423077,-57.07601059280172
1.613769,-0.42437,-56.56235685044226
1.617199,-0.425189,-55.95528509968108
1.619988,-0.426745,-55.4277494519017
1.623271,-0.427816,-54.93209193962837
1.626572,-0.428921,-54.521715989025495
1.629321,-0.43075,-54.24246236347473
1.632694,-0.431582,-53.90985720083453
1.63525,-0.432631,-53.58486630812815
1.638472,-0.433071,-53.161057219571695
1.641527,-0.433333,-52.64754624751139
1.643634,-0.434204,-52.13253401855995
1.646409,-0.434209,-51.49216966305967
1.648421,-0.434745,-50.96151574784186
1.651401,-0.434492,-50.34189844058796
1.654586,-0.434064,-49.73990846119214
1.65717,-0.433996,-49.25006712390611
1.660656,-0.433288,-48.66585561122017
1.663328,-0.433018,-48.130254366154965
1.666877,-0.432132,-47.51997962451898
