X,Y,Yaw
3.160391,-0.560136,-112.87338025729622
3.159384,-0.559395,-112.89544498632756
3.160288,-0.560311,-113.29365807725377
3.160251,-0.560227,-113.15122714535258
3.159432,-0.559518,-113.1642677403823
3.160518,-0.56016,-112.98654328029396
3.159788,-0.559387,-112.99963666597225
3.159631,-0.559082,-113.0001271238598
3.159439,-0.558764,-113.00297679409208
3.158674,-0.557879,-113.01636841030373
3.159717,-0.558867,-112.63915216326647
3.15902,-0.557973,-112.65308798298466
3.159124,-0.557925,-112.6438618088101
3.159041,-0.55766,-112.6429475577988
3.158318,-0.556692,-112.65626484528798
3.15867,-0.557068,-112.65278741007516
3.15793,-0.556071,-112.66651263121634
3.157945,-0.556092,-112.6852431003411
3.157834,-0.555962,-112.70163346257807
3.157046,-0.554912,-112.715263310204
3.158063,-0.556238,-112.6128222139949
3.157291,-0.555198,-112.62687773193464
3.157218,-0.555141,-112.65234006949083
3.157139,-0.555059,-112.67195881730991
3.156309,-0.553969,-112.68569085310033
3.156841,-0.555054,-112.76088228847112
3.155974,-0.553978,-112.77487766880888
3.155934,-0.554076,-112.86867871305664
3.155764,-0.553978,-112.94185533576297
3.15481,-0.552831,-112.95619536105929
3.155915,-0.553804,-112.80858345481244
3.154977,-0.552619,-112.82228615885155
3.154765,-0.552301,-112.90271907558171
3.153756,-0.551035,-112.91723333422787
3.153664,-0.55069,-112.94586006086934
3.152955,-0.550071,-112.9275340576039
3.15186,-0.548692,-112.9417393940574
3.15253,-0.551057,-113.59788947719112
3.15128,-0.549661,-113.6116342287829
3.149982,-0.548213,-113.6260676792673
3.147087,-0.547043,-109.22166427102547
3.146391,-0.545688,-109.23670756975014
3.1436045,-0.542179,-109.37063441958945
3.140818,-0.53867,-108.0820192365683
3.140179,-0.537186,-108.09722479632003
3.139547,-0.535689,-108.11102333330044
3.13626,-0.531982,-107.7372020358524
3.135621,-0.530435,-107.75243504989314
3.133503,-0.528371,-107.59592492928284
3.132848,-0.526821,-107.61071607972988
3.132202,-0.525259,-107.62589598351964
3.130453,-0.52383,-107.47111266420544
3.129796,-0.522283,-107.4861599036087
3.128449,-0.521277,-107.34537761008892
3.12779,-0.519751,-107.35975289422232
3.127194,-0.518632,-107.39757609068091
3.126627,-0.51751,-107.42651825307034
3.12598,-0.515969,-107.44130909258855
3.125279,-0.514874,-107.47722010440997
3.124637,-0.513325,-107.49240807194548
3.124005,-0.511769,-107.50753660516564
3.122708,-0.512737,-107.37631703688302
3.121787,-0.511747,-107.41198117625824
3.121083,-0.510707,-107.44830451841266
3.121529,-0.511075,-107.48611173747597
3.120875,-0.509671,-107.50092647178596
3.122288,-0.511431,-107.71085446627563
3.121663,-0.510074,-107.72545047154222
3.12069,-0.509391,-107.82314236475489
3.12163,-0.510637,-107.86605434692744
3.121008,-0.509331,-107.88107965164932
3.124786,-0.514237,-107.78088637237028
3.128564,-0.519143,-107.80513800868071
3.128126,-0.518096,-107.8197492710074
3.127164,-0.517449,-107.8603525309103
3.126708,-0.516408,-107.87563869419576
3.126258,-0.515361,-107.89058555156372
3.12466,-0.516447,-107.66988277520036
3.124182,-0.515445,-107.6847549198064
3.123562,-0.516027,-107.45894210984268
3.123098,-0.51506,-107.47369193622173
3.122642,-0.514088,-107.48841364449312
3.122533,-0.514852,-107.35257535462944
3.122009,-0.514133,-107.37842473695665
3.121538,-0.513408,-107.41211769489864
3.121983,-0.513801,-107.4425531890308
3.121574,-0.5129,-107.457538137569
3.126354,-0.518961,-107.54995553388848
3.126042,-0.518195,-107.56481907804265
3.12925,-0.5227545,-107.8009348540404
